id_chain;id_veh;label_list;short_label_list;n_trips;total_distance;start_time;total_time;stop_time;last_stop_time;id_pre;id_post;info
71011605;369484155;HOH;HOH;2;3000;2022-11-27 04:20:17+00;4014;3594;87772;71011006;74718028;"{""legs"": [[1000639, 1000602, 4], [1000602, 1000638, 5]], ""id_trips"": [71011605, 71041962], ""id_zones"": [1000638, 1000625, 1000638], ""id_staypoints"": [64076016, 63961516, 64076016]}"
74718028;369484155;HWH;HWH;2;9300;2022-11-28 05:50:03+00;31164;29381;55223;71011605;80422290;"{""legs"": [[1000638, 1000947, 5], [1000947, 1000638, 14]], ""id_trips"": [74718028, 78037215], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
80422290;369484155;HWH;HWH;2;11100;2022-11-29 05:49:50+00;32117;30209;31502;74718028;86853994;"{""legs"": [[1000638, 1000947, 5], [1000947, 1000638, 14]], ""id_trips"": [80422290, 84281834], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
86853994;369484155;HOOOH;HOH;4;16100;2022-11-29 23:30:09+00;13040;10543;37981;80422290;91045543;"{""legs"": [[1000638, 1000625, 23], [1000625, 1000602, 2], [1000602, 1000638, 2]], ""id_trips"": [86853994, 86893924, 86895152, 86895392], ""id_zones"": [1000638, 1000625, 1000638], ""id_staypoints"": [64076016, 63961516, 63961516, 63961516, 64076016]}"
91045543;369484155;HWOOOH;HWOH;6;15200;2022-11-30 13:40:30+00;35031;32001;2138;86853994;;"{""legs"": [[1000909, 1000947, 13], [1000919, 1000914, 21], [1000914, 1000602, 22], [1000602, 1000625, 22], [1000602, 1000638, 23]], ""id_trips"": [91045543, 94168756, 94227909, 94232011, 94278534, 94280033], ""id_zones"": [1000638, 1000947, 1000914, 1000625, 1000638], ""id_staypoints"": [64076016, 33663725, 34798200, 63961516, 63961516, 64076016]}"
70146307;4067609155;HOOOOH;HOH;5;18800;2022-10-01 19:20:25+00;17533;14851;54357;68970994;27590630;"{""legs"": [[1000632, 1000635, 19], [1000635, 1001008, 19], [1001007, 1000802, 23], [1000717, 1000635, 23], [1000635, 1000632, 0]], ""id_trips"": [70146307, 70153261, 70777293, 70782558, 24316124], ""id_zones"": [1000632, 1000635, 1001008, 1000802, 1000635, 1000632], ""id_staypoints"": [68056393, 70149678, 68434363, 70779407, 70149678, 68056393]}"
27590630;4067609155;HOOH;HOH;3;19200;2022-10-02 15:18:35+00;10267;7143;216323;70146307;44541429;"{""legs"": [[1000632, 1000635, 15], [1000635, 1001009, 15], [1001009, 1000632, 17]], ""id_trips"": [27590630, 27609092, 28605191], ""id_zones"": [1000632, 1000635, 1001008, 1000632], ""id_staypoints"": [68056393, 70149678, 68434363, 68056393]}"
44541429;4067609155;HWH;HWH;2;13100;2022-10-05 06:15:05+00;34702;32462;232319;27590630;65292754;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000632, 15]], ""id_trips"": [44541429, 48440521], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
65292754;4067609155;HOOOH;HOH;4;6600;2022-10-08 08:25:26+00;2267;866;186271;44541429;33741498;"{""legs"": [[1000632, 1000940, 8], [1000940, 1000629, 8], [1000629, 1000646, 8], [1000646, 1000632, 8]], ""id_trips"": [65292754, 65304731, 65328979, 65353059], ""id_zones"": [1000632, 1000940, 1000629, 1000602, 1000632], ""id_staypoints"": [68056393, 65298890, 65323598, 65334110, 68056393]}"
33741498;4067609155;HOOH;HOH;3;13900;2022-10-10 12:47:44+00;47387;45045;24343;65292754;39203925;"{""legs"": [[1000632, 1001042, 12], [1001042, 1001008, 13], [1001008, 1000632, 1]], ""id_trips"": [33741498, 34112649, 37386189], ""id_zones"": [1000632, 1001042, 1001008, 1000632], ""id_staypoints"": [68056393, 34104373, 68434363, 68056393]}"
39203925;4067609155;HWH;HWH;2;13500;2022-10-11 08:43:14+00;25432;23337;301;33741498;42102619;"{""legs"": [[1000632, 1000511, 8], [1000511, 1000632, 15]], ""id_trips"": [39203925, 42062292], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
42102619;4067609155;HOH;HOH;2;7700;2022-10-11 15:52:07+00;4800;3169;1475;39203925;43051757;"{""legs"": [[1000632, 1000634, 15], [1000634, 1000632, 16]], ""id_trips"": [42102619, 42614381], ""id_zones"": [1000632, 1000634, 1000632], ""id_staypoints"": [68056393, 42498980, 68056393]}"
43051757;4067609155;HOH;HOH;2;8400;2022-10-11 17:36:42+00;9608;8295;122361;42102619;51287194;"{""legs"": [[1000620, 1000705, 17], [1000705, 1000632, 20]], ""id_trips"": [43051757, 43654090], ""id_zones"": [1000632, 1000705, 1000632], ""id_staypoints"": [68056393, 43072854, 68056393]}"
51287194;4067609155;HWH;HWH;2;13400;2022-10-13 06:16:11+00;34597;32418;239559;43051757;26109430;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000632, 15]], ""id_trips"": [51287194, 55197310], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
26109430;4067609155;HOOH;HOH;3;43400;2022-10-16 10:25:27+00;21107;14096;136952;51287194;38367600;"{""legs"": [[1000632, 1001001, 10], [1001001, 1000269, 10], [1000269, 1000632, 15]], ""id_trips"": [26109430, 26122966, 27782172], ""id_zones"": [1000632, 1001001, 1000269, 1000632], ""id_staypoints"": [68056393, 26120454, 26491189, 68056393]}"
38367600;4067609155;HWOOH;HWOH;4;19600;2022-10-18 06:19:46+00;50431;47173;122234;26109430;51442302;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000615, 15], [1000620, 1000705, 17], [1000705, 1000632, 20]], ""id_trips"": [38367600, 42189871, 43151324, 43672741], ""id_zones"": [1000632, 1000511, 1000615, 1000705, 1000632], ""id_staypoints"": [68056393, 44578140, 42209359, 43072854, 68056393]}"
51442302;4067609155;HWOH;HWOH;3;13600;2022-10-20 06:17:31+00;34371;32437;5198;38367600;56292723;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000602, 15], [1000646, 1000632, 15]], ""id_trips"": [51442302, 55312193, 55345218], ""id_zones"": [1000632, 1000511, 1000602, 1000632], ""id_staypoints"": [68056393, 44578140, 65334110, 68056393]}"
56292723;4067609155;HOH;HOH;2;8000;2022-10-20 17:17:00+00;10654;9346;133822;51442302;66122481;"{""legs"": [[1000632, 1000702, 17], [1000702, 1000632, 20]], ""id_trips"": [56292723, 56888030], ""id_zones"": [1000632, 1000705, 1000632], ""id_staypoints"": [68056393, 43072854, 68056393]}"
66122481;4067609155;HOOH;HOH;3;10400;2022-10-22 09:24:56+00;5033;3056;242831;56292723;38497467;"{""legs"": [[1000632, 1000926, 9], [1000926, 1001008, 9], [1001008, 1000632, 10]], ""id_trips"": [66122481, 66136498, 66730416], ""id_zones"": [1000632, 1000926, 1001008, 1000632], ""id_staypoints"": [68056393, 66133860, 68434363, 68056393]}"
38497467;4067609155;HWH;HWH;2;13700;2022-10-25 06:16:00+00;33594;31234;287;66122481;42306001;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000632, 15]], ""id_trips"": [38497467, 42263309], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
42306001;4067609155;HOH;HOH;2;21100;2022-10-25 15:40:41+00;6966;4526;822;38497467;43276684;"{""legs"": [[1000620, 1000808, 15], [1000808, 1000632, 17]], ""id_trips"": [42306001, 43223997], ""id_zones"": [1000632, 1000808, 1000632], ""id_staypoints"": [68056393, 42757578, 68056393]}"
43276684;4067609155;HOH;HOH;2;8200;2022-10-25 17:50:29+00;10244;9082;34548;42306001;44945342;"{""legs"": [[1000632, 1000705, 17], [1000705, 1000632, 20]], ""id_trips"": [43276684, 43700644], ""id_zones"": [1000632, 1000705, 1000632], ""id_staypoints"": [68056393, 43072854, 68056393]}"
44945342;4067609155;HWWH;HWH;3;13600;2022-10-26 06:17:01+00;34733;32431;6835;43276684;49833736;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000632, 15]], ""id_trips"": [44945342, 48815479, 48820407], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 44578140, 68056393]}"
49833736;4067609155;HOH;HOH;2;17000;2022-10-26 17:49:49+00;4738;2306;39743;44945342;51558932;"{""legs"": [[1000632, 1000337, 17], [1000337, 1000632, 18]], ""id_trips"": [49833736, 50096016], ""id_zones"": [1000632, 1000337, 1000632], ""id_staypoints"": [68056393, 50055569, 68056393]}"
51558932;4067609155;HWH;HWH;2;13500;2022-10-27 06:11:10+00;29473;27444;93380;49833736;62673006;"{""legs"": [[1000632, 1000511, 6], [1000511, 1000632, 14]], ""id_trips"": [51558932, 54888378], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
62673006;4067609155;HOH;HOH;2;2300;2022-10-28 16:18:43+00;4212;3443;78235;51558932;68815002;"{""legs"": [[1000632, 1000605, 16], [1000605, 1000632, 17]], ""id_trips"": [62673006, 63128266], ""id_zones"": [1000632, 1000605, 1000632], ""id_staypoints"": [68056393, 62685489, 68056393]}"
68815002;4067609155;HOH;HOH;2;10800;2022-10-29 15:12:50+00;7218;5125;5822;62673006;70126408;"{""legs"": [[1000632, 1001008, 15], [1001008, 1000632, 17]], ""id_trips"": [68815002, 69729718], ""id_zones"": [1000632, 1001008, 1000632], ""id_staypoints"": [68056393, 68434363, 68056393]}"
70126408;4067609155;HOH;HOH;2;7200;2022-10-29 18:50:10+00;17219;16107;373351;68815002;94947259;"{""legs"": [[1000632, 1000618, 18], [1000618, 1000632, 23]], ""id_trips"": [70126408, 70852714], ""id_zones"": [1000632, 1000618, 1000632], ""id_staypoints"": [68056393, 70272025, 68056393]}"
94947259;4067609155;HWH;HWH;2;13400;2022-11-03 07:19:40+00;36613;34201;147025;70126408;108048843;"{""legs"": [[1000632, 1000511, 7], [1000511, 1000632, 17]], ""id_trips"": [94947259, 99081805], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
108048843;4067609155;HOOH;HOH;3;5300;2022-11-05 10:20:18+00;1354;304;83099;94947259;71443222;"{""legs"": [[1000632, 1000925, 10], [1000940, 1000629, 10], [1000629, 1000632, 10]], ""id_trips"": [108048843, 108068667, 108092056], ""id_zones"": [1000632, 1000940, 1000629, 1000632], ""id_staypoints"": [68056393, 65298890, 65323598, 68056393]}"
71443222;4067609155;HOH;HOH;2;8700;2022-11-06 09:47:51+00;7989;6842;35297;108048843;74315075;"{""legs"": [[1000632, 1000704, 9], [1000704, 1000632, 11]], ""id_trips"": [71443222, 72041685], ""id_zones"": [1000632, 1000704, 1000632], ""id_staypoints"": [68056393, 71457485, 68056393]}"
74315075;4067609155;HOH;HOH;2;8500;2022-11-06 21:49:17+00;4694;3372;115803;71443222;80880513;"{""legs"": [[1000632, 1001008, 21], [1001008, 1000632, 22]], ""id_trips"": [74315075, 74385532], ""id_zones"": [1000632, 1001008, 1000632], ""id_staypoints"": [68056393, 68434363, 68056393]}"
80880513;4067609155;HWH;HWH;2;13300;2022-11-08 07:17:34+00;34926;32910;5270;74315075;86055631;"{""legs"": [[1000632, 1000511, 7], [1000511, 1000632, 16]], ""id_trips"": [80880513, 85054516], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
86055631;4067609155;HOH;HOH;2;8400;2022-11-08 18:27:30+00;9129;7518;36916;80880513;87777336;"{""legs"": [[1000632, 1000702, 18], [1000702, 1000632, 20]], ""id_trips"": [86055631, 86600431], ""id_zones"": [1000632, 1000705, 1000632], ""id_staypoints"": [68056393, 43072854, 68056393]}"
87777336;4067609155;HWOWH;HWOWH;4;33600;2022-11-09 07:14:55+00;34924;29566;343290;86055631;73365013;"{""legs"": [[1000632, 1000511, 7], [1000511, 1001007, 9], [1001007, 1000511, 11], [1000511, 1000632, 16]], ""id_trips"": [87777336, 88901900, 89808831, 92330339], ""id_zones"": [1000632, 1000511, 1001008, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68434363, 44578140, 68056393]}"
73365013;4067609155;HOH;HOH;2;10500;2022-11-13 16:18:29+00;10182;8421;130173;87777336;81009494;"{""legs"": [[1000632, 1001008, 16], [1001008, 1000632, 18]], ""id_trips"": [73365013, 73929353], ""id_zones"": [1000632, 1001008, 1000632], ""id_staypoints"": [68056393, 68434363, 68056393]}"
81009494;4067609155;HWH;HWH;2;13400;2022-11-15 07:17:44+00;34397;32268;5745;73365013;86139378;"{""legs"": [[1000632, 1000511, 7], [1000511, 1000632, 16]], ""id_trips"": [81009494, 85162270], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
86139378;4067609155;HOH;HOH;2;8900;2022-11-15 18:26:46+00;9496;7669;36644;81009494;87908306;"{""legs"": [[1000632, 1000702, 18], [1000702, 1000632, 20]], ""id_trips"": [86139378, 86623991], ""id_zones"": [1000632, 1000705, 1000632], ""id_staypoints"": [68056393, 43072854, 68056393]}"
87908306;4067609155;HWH;HWH;2;13600;2022-11-16 07:15:46+00;34853;32845;274142;86139378;111414122;"{""legs"": [[1000632, 1000511, 7], [1000511, 1000632, 16]], ""id_trips"": [87908306, 92446645], ""id_zones"": [1000632, 1000511, 1000632], ""id_staypoints"": [68056393, 44578140, 68056393]}"
111414122;4067609155;HOOOOH;HOH;5;22100;2022-11-19 21:05:41+00;14126;10509;40398;87908306;72448955;"{""legs"": [[1000632, 1000625, 21], [1000625, 1000605, 22], [1000605, 1001008, 23], [1001008, 1000706, 0], [1000702, 1000632, 0]], ""id_trips"": [111414122, 111536812, 111629704, 70897131, 70903490], ""id_zones"": [1000632, 1000635, 1000605, 1001008, 1000706, 1000632], ""id_staypoints"": [68056393, 70149678, 111543943, 68434363, 70900719, 68056393]}"
